,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
3634,data/parsed/22/wsj_2228.mrg|2|37,"According to diplomatic sources in Brussels , most EC leaders agree that [ talks ] should begin in the second half of 1990 , and will make a declaration on that during a summit meeting in Strasbourg , France , on Dec. 8 and 9 .",talk,pl,NN,[u'discussion.n.02'],,S,[],[],True,[],"['should', 'begin']",[],"['agree', 'that']",THE,ZERO
3648,data/parsed/22/wsj_2228.mrg|4|33,But the process of convening the intergovernmental conference does n't require [ unanimity . ],unanimity,sg,NN,[u'agreement.n.03'],,VP,['.'],[],False,['.'],[],[],"[""n't"", 'require']",THE,ZERO
3661,data/parsed/22/wsj_2228.mrg|6|80,"French President Francois Mitterrand fought to set a date for the conference during the EC summit in Madrid last June , but the move was scuttled because of [ opposition ] by Mrs. Thatcher and West German Chancellor Helmut Kohl .",opposition,sg,NN,[u'action.n.01'],,PP,[],[],True,[],"['by', 'Mrs.']",[],"['because', 'of']",THE,ZERO
3697,data/parsed/22/wsj_2229.mrg|6|21,The ceremonies began Friday afternoon when [ word ] spread that the UAL buy-out was collapsing .,word,sg,NN,[u'language_unit.n.01'],,S,[],[],False,[],"['spread', 'that']",[],"['afternoon', 'when']",THE,ZERO
3708,data/parsed/22/wsj_2229.mrg|7|107,"Although the union-bidder expects to patch together a substitute offer , consisting of less cash , the failure to get cash from Japanese and American banks confirmed a growing fear among arbitragers that the pageant of [ high-leverage takeover deals ] is ending .",deal,pl,NN,[u'transaction.n.01'],,PP,[],"['JJ', 'NN']",False,[],"[u'be', u'end']","['high-leverage', 'takeover']","['pageant', 'of']",THE,ZERO
3715,data/parsed/22/wsj_2229.mrg|8|65,"Lots of other entries made up the parade , of course -- notably a surprisingly large increase in producer prices , signalling [ Federal Reserve tightness ; ] and the Bush administration 's -LRB- temporary ? -RRB- defeat in trying to lower the capital-gains tax .",tightness,sg,NN,[u'lack.n.01'],,NP,[':'],"['NNP', 'NNP']",False,[';'],['and'],"['Federal', 'Reserve']","[',', u'signal']",THE,ZERO
3846,data/parsed/22/wsj_2229.mrg|27|19,Is this a case where [ private markets ] are approving of Washington 's bashing of Wall Street ?,market,pl,NN,[u'activity.n.01'],,S,[],['JJ'],True,[],"[u'be', u'approve']",['private'],"['case', 'where']",THE,ZERO
3866,data/parsed/22/wsj_2229.mrg|30|73,The national economic interests are much better served allowing the private interests of bankers and investors be the ultimate judges of the investment quality of [ various LBO deals ] and leveraged restructurings .,deal,pl,NN,[u'transaction.n.01'],,PP,[],"['JJ', 'NNP']",True,[],"['and', 'leveraged']","['various', 'LBO']","['quality', 'of']",THE,ZERO
3917,data/parsed/22/wsj_2229.mrg|39|64,"Although the average citizen is probably not harmed too much from Washington 's rhetorical war against Wall Street regarding excessive financial leveraging , [ actual legislation ] would probably impose considerable harm .",legislation,sg,NN,[u'civil_law.n.01'],,S,[],['JJ'],False,[],"['would', 'probably']",['actual'],"['leveraging', ',']",THE,ZERO
3928,data/parsed/22/wsj_2229.mrg|40|128,"Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at a particular industry , such as the airlines , is likely to blunt the spur that the proper amount of leverage provides both to [ equity markets ] and economic efficiency in general .",market,pl,NN,[u'activity.n.01'],,PP,[],['NN'],True,[],"['and', 'economic']",['equity'],"['both', 'to']",THE,ZERO
3932,data/parsed/22/wsj_2229.mrg|41|36,"Far better for policy makers to concentrate on the war against [ drugs , ] Panama and the deficit , all of them parades that seem never to end .",drug,pl,NN,[u'agent.n.03'],,NP,"[',']",[],False,"[',']","['Panama', 'and']",[],"['war', 'against']",THE,ZERO
3945,data/parsed/22/wsj_2230.mrg|1|16,"Tokyo share prices rebounded Tuesday [ morning , ] with the Nikkei index of 225 selected stocks rising 618.69 points to close the morning session at 35087.38 .",morning,sg,NN,[u'time_period.n.01'],,VP,"[',']",[],False,"[',']",['with'],[],"[u'rebound', 'Tuesday']",THE,ZERO
3962,data/parsed/22/wsj_2230.mrg|4|12,"By 10 a.m. [ Tokyo time , ] the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .",time,sg,NN,[u'case.n.01'],,NP,"[',']",['NNP'],False,"[',']",['index'],['Tokyo'],"['<number>', 'a.m.']",THE,ZERO
4002,data/parsed/22/wsj_2230.mrg|10|22,"Still , despite the sudden reappearance of [ stock-market turbulence , ] managers of Japanese investment funds said they were n't planning to unload U.S. or European equities .",turbulence,sg,NN,[u'physical_phenomenon.n.01'],,PP,"[',']",['NN'],False,"[',']","[u'manager', 'of']",['stock-market'],"['reappearance', 'of']",THE,ZERO
4040,data/parsed/22/wsj_2230.mrg|17|23,The day 's decline was generally in [ line ] with analysts ' weekend predictions .,line,sg,NN,[u'formation.n.01'],,NP,[],[],False,[],"['with', u'analyst']",[],"['generally', 'in']",THE,ZERO
4086,data/parsed/22/wsj_2230.mrg|26|26,"But its performance did bear some resemblance to [ events ] of two years ago , during the October 1987 global stock market crash .",event,pl,NN,[u'psychological_feature.n.01'],,NP,[],[],False,[],"['of', 'two']",[],"['resemblance', 'to']",THE,ZERO
4283,data/parsed/22/wsj_2230.mrg|56|59,"Richard Chenevix-Trench , a director at Hong Kong-based Baring International Fund Managers Ltd. , said the market probably has n't hit [ bottom ] yet but is close .",bottom,sg,NN,[u'side.n.04'],,VP,[],[],False,[],"['yet', 'but']",[],"[""n't"", 'hit']",THE,ZERO
4372,data/parsed/22/wsj_2231.mrg|1|58,"Frank Lloyd Wright is reported to have said once that if you tipped the world on its side , [ everything loose ] would end up in California .",everything,sg,NN,,,S,['RB'],[],False,['loose'],"['would', 'end']",[],"['side', ',']",THE,ZERO
4432,data/parsed/22/wsj_2231.mrg|14|9,"But if [ rational science and economics ] have nothing to do with the new environment initiative , what is going on ?",economics,pl,NN,[u'social_science.n.01'],,S,[],"['JJ', 'NN', 'CC']",False,[],"['have', 'nothing']","['rational', 'science', 'and']","['But', 'if']",THE,ZERO
4453,data/parsed/22/wsj_2231.mrg|18|93,"Mr. Van de Kamp is the one who collected the plans from the various radical environmental groups and cobbled them into a single unwieldy initiative to be placed on the ballot for [ election ] on Nov. 6 , 1990 .",election,sg,NN,[u'vote.n.02'],,PP,[],[],False,[],"['on', 'Nov.']",[],"['ballot', 'for']",THE,ZERO
4496,data/parsed/22/wsj_2231.mrg|28|32,The initiative creates a free floating state environmental officer to sue [ companies ] or government agencies that do things he does n't like .,company,pl,NN,[u'institution.n.01'],,NP,[],[],False,[],"['or', 'government']",[],"['to', 'sue']",THE,ZERO
4511,data/parsed/22/wsj_2231.mrg|30|51,"Mr. Van de Kamp and his allies may be hoping that the environment is such a mom and [ apple-pie issue ] among certain segments of California 's population now that almost any collection of anti-scientific , anti-pocketbook nonsense can pass under its rubric .",issue,sg,NN,[u'content.n.05'],,NP,[],['JJ'],False,[],"['among', 'certain']",['apple-pie'],"['mom', 'and']",THE,ZERO
4552,data/parsed/22/wsj_2232.mrg|2|5,Then [ exhilaration . ],exhilaration,sg,NN,[u'joy.n.01'],,FRAG,['.'],[],False,['.'],[],[],['Then'],THE,ZERO
4553,data/parsed/22/wsj_2232.mrg|3|11,"Spurred by [ waves ] of large-scale buying in blue-chip stocks , the Dow Jones Industrial Average rallied yesterday and erased about a half of Friday 's 190.58-point plunge , gaining 88.12 to 2657.38 .",wave,pl,NN,[u'movement.n.03'],,NP,[],[],False,[],"['of', 'large-scale']",[],"['Spurred', 'by']",THE,ZERO
4629,data/parsed/22/wsj_2232.mrg|12|63,`` Everyone was a little concerned about the general narrowness of the rally and failure of the OTC market to get into [ plus territory . ],territory,sg,NN,[u'region.n.03'],,PP,['.'],['JJ'],False,['.'],[],['plus'],"['get', 'into']",THE,ZERO
4637,data/parsed/22/wsj_2232.mrg|15|11,"The rally gave [ credence , ] at least for now , to the pre-trading declaration of Big Board Chairman John J. Phelan Jr. that Friday 's market debacle was `` an abnormal condition , and not a disaster . ''",credence,sg,NN,[u'attitude.n.01'],,VP,"[',']",[],False,"[',']","['at', 'least']",[],"['rally', u'give']",THE,ZERO
4676,data/parsed/22/wsj_2232.mrg|21|46,"More stocks opened over the ensuing half hour , as the 49 Big Board specialist firms in [ charge ] of keeping the market orderly groped to find buy orders from major brokerage firms to match the selling flood .",charge,sg,NN,[u'attack.n.01'],,NP,[],[],False,[],"['of', u'keep']",[],"[u'firm', 'in']",THE,ZERO
4688,data/parsed/22/wsj_2232.mrg|23|30,"There was heavy stock-index arbitrage , as traders sold [ big baskets ] of stock and bought stock-index futures to profit from the price discrepancies between the two markets .",basket,pl,NN,[u'container.n.01'],,NP,[],['JJ'],False,[],"['of', 'stock']",['big'],"[u'trader', u'sell']",THE,ZERO
4713,data/parsed/22/wsj_2232.mrg|28|18,"With program traders seemingly in [ charge , ] buyers backed away from the market and watched stocks fall .",charge,sg,NN,[u'attack.n.01'],,PP,"[',']",[],False,"[',']","[u'buyer', u'back']",[],"['seemingly', 'in']",THE,ZERO
4716,data/parsed/22/wsj_2232.mrg|28|47,"With program traders seemingly in charge , buyers backed away from the market and watched [ stocks ] fall .",stock,pl,NN,[u'framework.n.03'],,S,[],[],True,[],"['fall', '.']",[],"['and', u'watch']",THE,ZERO
4806,data/parsed/22/wsj_2232.mrg|47|28,"Still , the market had n't yet crossed into [ positive territory , ] and traders were glum .",territory,sg,NN,[u'region.n.03'],,PP,"[',']",['JJ'],False,"[',']","['and', u'trader']",['positive'],"[u'cross', 'into']",THE,ZERO
4837,data/parsed/22/wsj_2232.mrg|52|6,"Among [ Big Board specialists , ] the cry was `` Pull your offers '' -- meaning that specialists soon expected to get higher prices for their shares .",specialist,pl,NN,[u'expert.n.01'],,PP,"[',']","['NNP', 'NNP']",False,"[',']",['cry'],"['Big', 'Board']",['Among'],THE,ZERO
4867,data/parsed/22/wsj_2232.mrg|57|57,"Over the weekend , clearing firms told the Chicago market makers to get out of their positions at any cost [ Monday morning . ]",morning,sg,NN,[u'time_period.n.01'],,VP,['.'],['NNP'],False,['.'],[],['Monday'],"['any', 'cost']",THE,ZERO
4900,data/parsed/22/wsj_2232.mrg|64|4,"[ `` Futures ] were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .",Futures,pl,NN,[u'time.n.05'],,S,[],['``'],False,[],"[u'be', u'pull']",['``'],[],THE,ZERO
4917,data/parsed/22/wsj_2232.mrg|66|28,Specialists were criticized for their inability to maintain [ orderly markets ] during the Friday plunge .,market,pl,NN,[u'activity.n.01'],,VP,[],['JJ'],True,[],['during'],['orderly'],"['to', 'maintain']",THE,ZERO
4944,data/parsed/22/wsj_2232.mrg|70|29,No sector of the market has been spared during [ the past two days ' gyrations . ],gyration,pl,NN,[u'turning.n.04'],,PP,['.'],"['JJ', 'CD', 'NNS', 'POS']",False,['.'],[],"['past', 'two', u'day', ""'""]","[u'spar', 'during']",THE,ZERO
5011,data/parsed/22/wsj_2232.mrg|80|4,"[ Federal National Mortgage Association , ] a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .",Association,sg,NNP,[u'organization.n.01'],,NP,"[',']","['NNP', 'NNP', 'NNP']",False,"[',']",['recently'],"['Federal', 'National', 'Mortgage']",[],THE,ZERO
5104,data/parsed/22/wsj_2232.mrg|94|15,Maybe they learned from [ experience . '' ],experience,sg,NN,[u'education.n.02'],,PP,"['.', ""''""]",[],False,"['.', ""''""]",[],[],"[u'learn', 'from']",THE,ZERO
5146,data/parsed/22/wsj_2233.mrg|4|6,Of [ course ] it was .,course,sg,NN,[u'education.n.01'],,PP,[],[],False,[],"['it', u'be']",[],['Of'],THE,ZERO
5255,data/parsed/22/wsj_2234.mrg|14|4,"[ `` Anybody ] can vote as they want , '' said Rep. William Lehman -LRB- D. , Fla. -RRB- , head of the House conferees .",Anybody,sg,NN,,,S,[],['``'],False,[],"['can', 'vote']",['``'],[],THE,ZERO
5317,data/parsed/22/wsj_2234.mrg|22|13,"Though smaller in [ total dollars , ] the conference agreed to preserve an estimated $ 30.6 million in controversial subsidies to carriers serving rural or isolated airports .",dollar,pl,NN,[u'monetary_unit.n.01'],,PP,"[',']",['JJ'],False,"[',']",['conference'],['total'],"[u'small', 'in']",THE,ZERO
5355,data/parsed/22/wsj_2234.mrg|27|63,"And federal-formula grants for mass transit would be effectively frozen at $ 1.625 billion , or $ 20 million more than [ last fiscal year . ]",year,sg,NN,[u'time_period.n.01'],,PP,['.'],"['JJ', 'JJ']",True,['.'],[],"['last', 'fiscal']","['more', 'than']",THE,ZERO
5543,data/parsed/22/wsj_2239.mrg|4|44,"Our markets were closely tied to the stock market , '' said Joel Kazis , [ manager ] of trading at Smith Barney , Harris Upham & Co .",manager,sg,NN,[u'administrator.n.01'],,NP,[],[],False,[],"['of', 'trading']",[],"['Kazis', ',']",THE,ZERO
5548,data/parsed/22/wsj_2239.mrg|5|18,"`` Friday 's flight to [ quality ] was no longer needed once the stock market found its legs , '' he said .",quality,sg,NN,[u'attribute.n.02'],,PP,[],[],True,[],"[u'be', 'no']",[],"['flight', 'to']",THE,ZERO
5656,data/parsed/22/wsj_2239.mrg|26|35,"`` I think the willingness of securities companies to make [ markets ] for high-yield issues improved the sentiment for junk bonds , '' said John Lonski , an economist at Moody 's Investors Service Inc .",market,pl,NN,[u'activity.n.01'],,VP,[],[],True,[],"['for', 'high-yield']",[],"['to', 'make']",THE,ZERO
5706,data/parsed/22/wsj_2239.mrg|34|23,"In Tokyo , trading is halted during [ lunchtime . ]",lunchtime,sg,NN,[u'mealtime.n.01'],,PP,['.'],[],False,['.'],[],[],"[u'halt', 'during']",THE,ZERO
5717,data/parsed/22/wsj_2239.mrg|37|19,"The bond market 's focus on [ stock activity ] was so strong yesterday that it overshadowed today 's slate of economic data , which includes the government 's report on August U.S. merchandise trade and September industrial production .",activity,sg,NN,[u'act.n.02'],,PP,[],['NN'],False,[],"[u'be', 'so']",['stock'],"['focus', 'on']",THE,ZERO
5726,data/parsed/22/wsj_2239.mrg|38|3,"[ Industrial production ] is expected to have declined 0.2 % , according to a consensus of economists surveyed by Dow Jones Capital Markets Report .",production,sg,NN,[u'act.n.02'],,S,[],['JJ'],True,[],"[u'be', u'expect']",['Industrial'],[],THE,ZERO
5742,data/parsed/22/wsj_2239.mrg|42|8,"Meanwhile , [ agency supply ] is expected to weigh heavily on the market today when the Federal Home Loan Bank prices a $ 2.3 billion offering of one-year , three-year , five-year and 10-year maturities .",supply,sg,NN,[u'indefinite_quantity.n.01'],,S,[],['NN'],False,[],"[u'be', u'expect']",['agency'],"['Meanwhile', ',']",THE,ZERO
5755,data/parsed/22/wsj_2239.mrg|44|3,"[ Resolution Funding ] is a division of Resolution Trust Corp. , the new federal agency created to bail out the nation 's troubled thrifts .",Funding,sg,NNP,[u'resource.n.01'],,S,[],['NNP'],True,[],[u'be'],['Resolution'],[],THE,ZERO
5757,data/parsed/22/wsj_2239.mrg|44|21,"Resolution Funding is a division of [ Resolution Trust Corp. , ] the new federal agency created to bail out the nation 's troubled thrifts .",Corp.,sg,NNP,,,NP,"[',']","['NNP', 'NNP']",True,"[',']",['new'],"['Resolution', 'Trust']","['division', 'of']",THE,ZERO
5820,data/parsed/22/wsj_2239.mrg|58|30,"Thus , higher bidding narrows the investor 's return while [ lower bidding ] widens it .",bidding,sg,NN,[u'speech_act.n.01'],,S,[],['JJR'],False,[],"[u'widen', 'it']",[u'low'],"['return', 'while']",THE,ZERO
5841,data/parsed/22/wsj_2239.mrg|67|6,"Among [ benchmark issues : -- ] Japan 's No. 111 4.6 % bond due 1998 ended on brokers screens at 96.15 , up 1.17 point .",issue,pl,NN,[u'content.n.05'],,PP,"[':', ':']",['JJ'],True,"[':', '--']","['Japan', ""'s""]",['benchmark'],['Among'],THE,ZERO
5872,data/parsed/22/wsj_2239.mrg|72|33,Mortgage securities gave up most of Friday 's gains as [ active issues ] ended 24\\/32 to 30\\/32 point lower .,issue,pl,NN,[u'content.n.05'],,S,[],['JJ'],True,[],"[u'end', '24\\\\/32']",['active'],"[u'gain', 'as']",THE,ZERO
5875,data/parsed/22/wsj_2239.mrg|73|12,"Dealers said [ morning activity ] was hectic as prices dropped in response to gains in the stock market and losses in Treasury securities , but trading slowed to moderate levels in the afternoon .",activity,sg,NN,[u'act.n.02'],,S,[],['NN'],False,[],"[u'be', 'hectic']",['morning'],"['Dealers', u'say']",THE,ZERO
5960,data/parsed/22/wsj_2239.mrg|85|112,"Tax-exempts started the session flat to a touch higher on anticipation of further stock market erosion , but bond prices rapidly turned south as it became more clear that a repeat of the October 1987 crash was n't at [ hand . ]",hand,sg,NN,[u'extremity.n.05'],,PP,['.'],[],False,['.'],[],[],"[""n't"", 'at']",THE,ZERO
5978,data/parsed/22/wsj_2239.mrg|89|4,[ Florida Board ] of Education 's 7 1\\/4 % issue of 2023 was 5\\/8 point weaker at 99 1\\/2 bid .,Board,sg,NNP,[u'committee.n.01'],,NP,[],['NNP'],False,[],"['of', 'Education']",['Florida'],[],THE,ZERO
5985,data/parsed/22/wsj_2239.mrg|90|20,"The 7 1\\/8 % issue of [ Triborough Bridge ] and Tunnel Authority of New York , due 2019 , was off 5\\/8 at 98 1\\/8 bid .",Bridge,sg,NNP,[u'structure.n.01'],,PP,[],['NNP'],False,[],"['and', 'Tunnel']",['Triborough'],"['issue', 'of']",THE,ZERO
5986,data/parsed/22/wsj_2239.mrg|90|28,"The 7 1\\/8 % issue of Triborough Bridge and [ Tunnel Authority ] of New York , due 2019 , was off 5\\/8 at 98 1\\/8 bid .",Authority,sg,NNP,[u'control.n.01'],,NP,[],['NNP'],True,[],"['of', 'New']",['Tunnel'],"['Bridge', 'and']",THE,ZERO
6263,data/parsed/22/wsj_2246.mrg|4|23,Both of the New York-based companies print [ stock certificates and currency . ],currency,sg,NN,[u'medium_of_exchange.n.01'],,VP,['.'],"['NN', 'NNS', 'CC']",False,['.'],[],"['stock', u'certificate', 'and']","[u'company', 'print']",THE,ZERO
6270,data/parsed/22/wsj_2246.mrg|6|50,It also said the tender offer would probably have to be extended further to complete [ financing arrangements . ],arrangement,pl,NN,[u'planning.n.03'],,VP,['.'],['VBG'],False,['.'],[],[u'finance'],"['to', 'complete']",THE,ZERO
6345,data/parsed/22/wsj_2248.mrg|1|31,"Enron Corp. , Houston , said the sale of [ preference units ] of its newly formed Enron NGL Partners L.P. master limited partnership subsidiary will result in an undetermined gain in the fourth quarter .",unit,pl,NN,[u'definite_quantity.n.01'],,NP,[],['NN'],False,[],"['of', 'its']",['preference'],"['sale', 'of']",THE,ZERO
6443,data/parsed/22/wsj_2250.mrg|4|27,"After years of fading into the background , [ two-tone photography ] is coming back .",photography,sg,NN,[u'pictorial_representation.n.01'],,S,[],['JJ'],False,[],"[u'be', u'come']",['two-tone'],"['background', ',']",THE,ZERO
6450,data/parsed/22/wsj_2250.mrg|6|24,Portrait studios accustomed to shooting only in [ color report ] a rush to black-and-white portrait orders .,report,sg,NN,[u'document.n.01'],,PP,[],['NN'],False,[],['rush'],['color'],"['only', 'in']",THE,ZERO
6468,data/parsed/22/wsj_2250.mrg|10|60,"And classic black-and-white movies are enjoying a comeback on videocassette tapes , spurred , in part , by the backlash against [ colorization ] of old films .",colorization,sg,NN,,,NP,[],[],False,[],"['of', 'old']",[],"['backlash', 'against']",THE,ZERO
6477,data/parsed/22/wsj_2250.mrg|12|23,"Until two years ago , sales of [ black-and-white film ] had been declining steadily since the 1960s .",film,sg,NN,"[u'product.n.02', u'show.n.03']",,PP,[],['JJ'],True,[],"[u'have', u'be']",['black-and-white'],"[u'sale', 'of']",THE,ZERO
6507,data/parsed/22/wsj_2250.mrg|17|50,"Aimed at commercial photographers , the film can be used in very low light without sacrificing [ quality , ] says S Donald Franz of Photofinishing Newsletter .",quality,sg,NN,[u'attribute.n.02'],,VP,"[',']",[],False,"[',']","[u'say', 'S']",[],"['without', u'sacrifice']",THE,ZERO
6522,data/parsed/22/wsj_2250.mrg|20|9,"Slated for [ market ] by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says S an Agfa spokesman .",market,sg,NN,[u'activity.n.01'],,PP,[],[],True,[],['by'],[],"['Slated', 'for']",THE,ZERO
6553,data/parsed/22/wsj_2250.mrg|25|38,"For baby boomers who grew up being photographed in color , [ black and white ] seems eye-catching and exotic .",JJ,,ADJP,,,S,[],[],False,[],"[u'seem', 'eye-catching']",[],"['color', ',']",THE,ZERO
6560,data/parsed/22/wsj_2250.mrg|26|72,"`` It has an archival , almost nostalgic quality to it , '' says Owen B. Butler , the chairman of the applied photography department at [ Rochester Institute ] of Technology .",Institute,sg,NNP,[u'association.n.01'],,NP,[],['NNP'],False,[],"['of', 'Technology']",['Rochester'],"['department', 'at']",THE,ZERO
6595,data/parsed/22/wsj_2250.mrg|32|78,"`` We wanted to highlight the individual , not the environment , '' he says , `` and black and white allows you to do that better than [ color . '' ]",color,sg,NN,[u'visual_property.n.01'],,SINV,"['.', ""''""]",[],True,"['.', ""''""]",[],[],"[u'well', 'than']",THE,ZERO
6602,data/parsed/22/wsj_2250.mrg|34|34,"Even food products and automobiles , which have long depended on [ color , ] are making the switch .",color,sg,NN,[u'visual_property.n.01'],,PP,"[',']",[],True,"[',']","[u'be', u'make']",[],"[u'depend', 'on']",THE,ZERO
6605,data/parsed/22/wsj_2250.mrg|35|14,"Companies `` feel [ black and white ] will convey a stronger statement , '' says S Marc L. Hauser , a Chicago photographer who is working on a black-and-white print ad for Stouffer Food Corp. 's Lean Cuisine .",JJ,,ADJP,,,S,[],[],False,[],"['will', 'convey']",[],"['``', 'feel']",THE,ZERO
6616,data/parsed/22/wsj_2250.mrg|37|3,[ Portrait studios ] have also latched onto the trend .,studio,pl,NN,[u'workplace.n.01'],,S,[],['NNP'],False,[],"['have', 'also']",['Portrait'],[],THE,ZERO
6642,data/parsed/22/wsj_2250.mrg|43|21,"Still , most consumers are n't plunking [ black-and-white film ] into their cameras to take family snapshots .",film,sg,NN,"[u'product.n.02', u'show.n.03']",,VP,[],['JJ'],False,[],"['into', 'their']",['black-and-white'],"[""n't"", u'plunk']",THE,ZERO
6652,data/parsed/22/wsj_2250.mrg|46|4,"[ Black-and-white film ] costs consumers a little less than color film , and processing costs the same .",film,sg,NN,"[u'product.n.02', u'show.n.03']",,S,[],['JJ'],True,[],"[u'cost', u'consumer']",['Black-and-white'],[],THE,ZERO
6655,data/parsed/22/wsj_2250.mrg|46|26,"Black-and-white film costs consumers a little less than [ color film , ] and processing costs the same .",film,sg,NN,"[u'product.n.02', u'show.n.03']",,PP,"[',']",['NN'],True,"[',']","['and', 'processing']",['color'],"['less', 'than']",THE,ZERO
6660,data/parsed/22/wsj_2250.mrg|47|22,"But for photofinishers , developing costs for [ black-and-white film ] are higher .",film,sg,NN,"[u'product.n.02', u'show.n.03']",,PP,[],['JJ'],True,[],"[u'be', u'high']",['black-and-white'],"[u'cost', 'for']",THE,ZERO
6667,data/parsed/22/wsj_2250.mrg|50|4,"[ Intent ] on wooing customers , the company is also increasing its sponsorship of black-and-white photography classes .",Intent,sg,NN,[u'goal.n.01'],,NP,[],[],False,[],"['on', u'woo']",[],[],THE,ZERO
6673,data/parsed/22/wsj_2250.mrg|51|18,"Similarly , Agfa is sponsoring [ scores ] of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .",score,pl,NN,[u'large_indefinite_quantity.n.01'],,NP,[],[],False,[],"['of', 'photography']",[],"[u'be', u'sponsor']",THE,ZERO
6714,data/parsed/22/wsj_2250.mrg|58|40,"They cite the emergence of still electronic photography , more newspapers turning to [ color ] on their pages and measurable improvements in the quality of color prints .",color,sg,NN,[u'visual_property.n.01'],,NP,[],[],False,[],"['on', 'their']",[],"[u'turn', 'to']",THE,ZERO
6738,data/parsed/22/wsj_2250.mrg|62|73,"But when Popular Photography , a leading magazine for photographers , selected 15 of the greatest photos ever made for its latest issue celebrating [ photography 's ] 150th anniversary , all were black and white .",photography,sg,NN,[u'pictorial_representation.n.01'],,NPB,['POS'],[],True,"[""'s""]","['150th', 'anniversary']",[],"['issue', u'celebrate']",THE,ZERO
6806,data/parsed/22/wsj_2252.mrg|3|63,"A spokesman for Gatoil said that the Swiss oil concern was examining the offer , submitted last Friday , along with [ two other offers , ] also submitted last week .",offer,pl,NN,[u'speech_act.n.01'],,PP,"[',']","['CD', 'JJ']",True,"[',']","['also', u'submit']","['two', 'other']","['along', 'with']",THE,ZERO
6831,data/parsed/22/wsj_2253.mrg|1|82,"While Friday 's plunging stock market prompted new fears about the economy 's prospects , a little-known indicator that has faithfully foreshadowed the economy 's ups and downs by [ exceptionally long lead times ] points to a sustained rise in overall business activity .",time,pl,NN,[u'time_period.n.01'],,PP,[],"['RB', 'JJ', 'JJ']",False,[],"[u'point', 'to']","['exceptionally', 'long', 'lead']","[u'down', 'by']",THE,ZERO
6872,data/parsed/22/wsj_2253.mrg|6|65,Its ragged behavior through much of 1989 has prompted some forecasters to anticipate the start of a new recession perhaps before [ year 's ] end .,year,sg,NN,[u'time_period.n.01'],,NPB,['POS'],[],True,"[""'s""]","['end', '.']",[],"['perhaps', 'before']",THE,ZERO
6978,data/parsed/22/wsj_2253.mrg|23|3,"[ Notably absent from the Columbia index ] is the stock market , which Mr. Moore says `` is simply no longer such a good indicator of the economy 's long-range prospects , though it still is useful for anticipating some short-run twists and turns . ''",index,sg,NN,[u'scale.n.01'],,S,[],"['RB', 'JJ', 'IN', 'NNP']",True,[],[u'be'],"['Notably', 'absent', 'from', 'Columbia']",[],THE,ZERO
7093,data/parsed/22/wsj_2255.mrg|1|110,"Moody 's Investors Service Inc. said it reduced its rating on $ 281 million of senior and subordinated debt of this thrift holding company , to C from Ca , saying it believes bondholders will recover [ only `` negligible principal . '' ]",principal,sg,NN,[u'debt.n.02'],,VP,"['.', ""''""]","['JJ', '``', 'JJ']",False,"['.', ""''""]",[],"['only', '``', 'negligible']","['will', 'recover']",THE,ZERO
7167,data/parsed/22/wsj_2256.mrg|7|3,[ Tokyo stock prices ] bounced back in early trading Tuesday following a 1.8 % plunge on Monday .,price,pl,NN,[u'value.n.02'],,S,[],"['NNP', 'NN']",True,[],"[u'bounce', 'back']","['Tokyo', 'stock']",[],THE,ZERO
7222,data/parsed/22/wsj_2256.mrg|19|48,"Budget director Darman said he wo n't give federal agencies much leeway in coping with [ Gramm-Rudman spending cuts , ] which took effect yesterday .",cut,pl,NN,[u'share.n.01'],,NP,"[',']","['NNP', 'NN']",False,"[',']","['which', u'take']","['Gramm-Rudman', 'spending']","[u'cop', 'with']",THE,ZERO
7281,data/parsed/22/wsj_2256.mrg|35|4,"[ Dow Jones industrials ] 2657.38 , up 88.12 ; transportation 1304.23 , off 102.06 ; utilities 214.73 , up 2.77 .",industrials,pl,NN,,,NP,[],"['NNP', 'NNP']",False,[],"['<number>', ',']","['Dow', 'Jones']",[],THE,ZERO
7294,data/parsed/22/wsj_2256.mrg|37|10,"Commodities : [ Dow Jones futures index ] 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .",index,sg,NN,[u'scale.n.01'],,NP,[],"['NNP', 'NNP', 'NNS']",True,[],"['<number>', ',']","['Dow', 'Jones', u'future']","['Commodities', ':']",THE,ZERO
7381,data/parsed/22/wsj_2257.mrg|15|3,"[ Average ] of top rates paid by major New York banks on primary new issues of negotiable C.D.s , usually on amounts of $ 1 million and more .",Average,,JJ,[u'statistic.n.01'],,NP,[],[],False,[],"['of', 'top']",[],[],THE,ZERO
